States,Cancer Sites,Year,Sex,Race,Count,Population,Age-Adjusted Rate
Vermont,Lung and Bronchus,2012,Female,White,258.0,306519,59.7
Missouri,Lung and Bronchus,2004,Male,Black or African American,257.0,323810,129.8
Vermont,Lung and Bronchus,2007,Male,White,257.0,297792,80.8
Missouri,Lung and Bronchus,2014,Male,Black or African American,256.0,360764,98.3
South Dakota,Lung and Bronchus,2011,Male,White,256.0,361226,60.9
Utah,Lung and Bronchus,2010,Female,White,256.0,1290885,23.6
New York,Lung and Bronchus,2007,Male,Asian or Pacific Islander,255.0,698139,55.5
North Dakota,Lung and Bronchus,2011,Male,White,254.0,316430,72.3
South Dakota,Lung and Bronchus,2011,Female,White,254.0,359943,52.8
Utah,Lung and Bronchus,2009,Female,White,254.0,1268509,23.5
Hawaii,Lung and Bronchus,2001,Male,Asian or Pacific Islander,253.0,434388,59.3
Hawaii,Lung and Bronchus,2015,Female,Asian or Pacific Islander,252.0,524192,33.9
Mississippi,Lung and Bronchus,2012,Female,Black or African American,252.0,595921,47.6
Utah,Lung and Bronchus,2006,Female,White,252.0,1183282,25.8
Mississippi,Lung and Bronchus,2010,Female,Black or African American,251.0,590457,49.3
Mississippi,Lung and Bronchus,2015,Female,Black or African American,251.0,603804,41.8
Missouri,Lung and Bronchus,2000,Male,Black or African American,251.0,306768,133.5
North Dakota,Lung and Bronchus,2014,Male,White,251.0,340965,67.3
South Carolina,Lung and Bronchus,2005,Female,Black or African American,251.0,665842,41.8
Vermont,Lung and Bronchus,2000,Male,White,251.0,292238,91.7
Alabama,Lung and Bronchus,2009,Female,Black or African American,250.0,678586,39.0
Delaware,Lung and Bronchus,2002,Female,White,250.0,314428,63.2
Mississippi,Lung and Bronchus,2009,Female,Black or African American,250.0,586429,50.7
Vermont,Lung and Bronchus,2009,Male,White,250.0,297773,78.2
Vermont,Lung and Bronchus,2011,Male,White,250.0,298496,70.3
Vermont,Lung and Bronchus,2005,Male,White,249.0,297326,83.2
North Dakota,Lung and Bronchus,2002,Male,White,247.0,296667,79.3
Tennessee,Lung and Bronchus,2011,Female,Black or African American,247.0,587707,48.5
Montana,Lung and Bronchus,1999,Female,White,245.0,417059,49.6
New York,Lung and Bronchus,2005,Male,Asian or Pacific Islander,245.0,664929,54.1
Mississippi,Lung and Bronchus,2011,Female,Black or African American,244.0,593581,47.0
Tennessee,Lung and Bronchus,2004,Female,Black or African American,244.0,532743,57.2
New York,Lung and Bronchus,2012,Female,Asian or Pacific Islander,243.0,864022,31.1
Alabama,Lung and Bronchus,2010,Female,Black or African American,242.0,683671,36.7
Missouri,Lung and Bronchus,2007,Male,Black or African American,242.0,338153,113.6
Missouri,Lung and Bronchus,2013,Female,Black or African American,242.0,392706,64.7
North Dakota,Lung and Bronchus,2005,Male,White,242.0,299533,75.1
North Dakota,Lung and Bronchus,2010,Male,White,242.0,311504,71.5
Vermont,Lung and Bronchus,2014,Male,White,242.0,297392,64.7
Alabama,Lung and Bronchus,2004,Female,Black or African American,241.0,641873,42.4
Missouri,Lung and Bronchus,2008,Male,Black or African American,241.0,341855,105.7
South Carolina,Lung and Bronchus,2006,Female,Black or African American,241.0,675626,38.2
South Dakota,Lung and Bronchus,2014,Female,White,241.0,367743,47.8
Vermont,Lung and Bronchus,2015,Female,White,241.0,304723,53.6
Delaware,Lung and Bronchus,1999,Female,White,240.0,307558,63.7
North Dakota,Lung and Bronchus,2007,Male,White,240.0,302090,73.1
North Dakota,Lung and Bronchus,2013,Male,White,240.0,334201,65.4
Missouri,Lung and Bronchus,2015,Female,Black or African American,239.0,397309,62.3
South Carolina,Lung and Bronchus,2008,Female,Black or African American,239.0,693889,35.5
South Carolina,Lung and Bronchus,2003,Female,Black or African American,238.0,653737,41.8
South Dakota,Lung and Bronchus,2010,Female,White,238.0,358164,48.8
Utah,Lung and Bronchus,2005,Female,White,238.0,1153641,25.5
Alabama,Lung and Bronchus,2008,Female,Black or African American,237.0,673102,38.0
Delaware,Lung and Bronchus,2000,Female,White,237.0,310521,61.5
Alabama,Lung and Bronchus,2006,Female,Black or African American,236.0,657654,39.7
Alabama,Lung and Bronchus,2012,Female,Black or African American,236.0,692223,35.2
South Carolina,Lung and Bronchus,2002,Female,Black or African American,236.0,649276,41.9
Tennessee,Lung and Bronchus,2000,Male,Black or African American,236.0,449151,90.7
Vermont,Lung and Bronchus,2004,Male,White,236.0,296842,79.6
Missouri,Lung and Bronchus,2003,Male,Black or African American,235.0,319419,121.0
Missouri,Lung and Bronchus,2010,Male,Black or African American,235.0,350553,95.7
North Dakota,Lung and Bronchus,2003,Male,White,235.0,296718,75.1
Missouri,Lung and Bronchus,2012,Female,Black or African American,234.0,390070,65.5
Hawaii,Lung and Bronchus,2010,Female,Asian or Pacific Islander,233.0,507929,35.7
Vermont,Lung and Bronchus,2008,Female,White,233.0,307136,58.6
Alabama,Lung and Bronchus,2005,Female,Black or African American,232.0,647132,39.9
Hawaii,Lung and Bronchus,2009,Female,Asian or Pacific Islander,232.0,502614,36.6
Hawaii,Lung and Bronchus,2011,Female,Asian or Pacific Islander,232.0,511862,35.6
Indiana,Lung and Bronchus,2009,Male,Black or African American,232.0,305632,125.0
Mississippi,Lung and Bronchus,2007,Female,Black or African American,232.0,577744,48.3
Missouri,Lung and Bronchus,2001,Male,Black or African American,232.0,311082,123.1
Missouri,Lung and Bronchus,2008,Female,Black or African American,232.0,377868,71.2
Hawaii,Lung and Bronchus,2014,Female,Asian or Pacific Islander,231.0,521991,32.7
Tennessee,Lung and Bronchus,2001,Male,Black or African American,231.0,455746,86.8
Tennessee,Lung and Bronchus,2007,Female,Black or African American,231.0,560563,52.2
North Dakota,Lung and Bronchus,2001,Male,White,229.0,297536,74.5
Delaware,Lung and Bronchus,2001,Female,White,228.0,312287,58.6
Mississippi,Lung and Bronchus,2005,Female,Black or African American,228.0,563688,50.1
Hawaii,Lung and Bronchus,2004,Female,Asian or Pacific Islander,227.0,475644,39.6
South Carolina,Lung and Bronchus,2004,Female,Black or African American,227.0,659840,38.7
Vermont,Lung and Bronchus,2001,Male,White,227.0,293464,83.3
North Dakota,Lung and Bronchus,1999,Male,White,225.0,302033,73.3
South Dakota,Lung and Bronchus,2009,Female,White,225.0,355039,47.4
Utah,Lung and Bronchus,2007,Female,White,225.0,1213792,22.6
Alabama,Lung and Bronchus,2001,Female,Black or African American,224.0,630901,40.8
Hawaii,Lung and Bronchus,2007,Female,Asian or Pacific Islander,224.0,490945,36.1
Mississippi,Lung and Bronchus,2008,Female,Black or African American,224.0,583820,45.4
New York,Lung and Bronchus,2004,Male,Asian or Pacific Islander,224.0,650188,57.6
Alabama,Lung and Bronchus,2002,Female,Black or African American,222.0,633374,40.4
North Dakota,Lung and Bronchus,2006,Male,White,222.0,300895,68.7
South Dakota,Lung and Bronchus,2012,Female,White,222.0,362198,45.5
Vermont,Lung and Bronchus,2013,Female,White,222.0,306227,50.7
Mississippi,Lung and Bronchus,2006,Female,Black or African American,221.0,571988,46.2
North Dakota,Lung and Bronchus,2014,Female,White,221.0,325451,51.6
South Dakota,Lung and Bronchus,2005,Female,White,220.0,345693,49.8
Vermont,Lung and Bronchus,2005,Female,White,220.0,307054,59.2
Missouri,Lung and Bronchus,2004,Female,Black or African American,219.0,361658,74.6
Missouri,Lung and Bronchus,2011,Female,Black or African American,219.0,387827,63.0
North Dakota,Lung and Bronchus,2004,Male,White,219.0,299474,69.4
South Dakota,Lung and Bronchus,2007,Female,White,219.0,350835,47.2
South Dakota,Lung and Bronchus,2008,Female,White,219.0,353220,46.9
Missouri,Lung and Bronchus,2003,Female,Black or African American,218.0,357425,75.3
North Dakota,Lung and Bronchus,2008,Male,White,218.0,303954,65.6
North Dakota,Lung and Bronchus,2009,Male,White,218.0,306958,63.7
Hawaii,Lung and Bronchus,2005,Female,Asian or Pacific Islander,216.0,481484,37.5
Hawaii,Lung and Bronchus,2008,Female,Asian or Pacific Islander,216.0,496890,34.3
North Dakota,Lung and Bronchus,2000,Male,White,216.0,299362,70.5
Vermont,Lung and Bronchus,2002,Male,White,215.0,295143,76.4
New York,Lung and Bronchus,2003,Male,Asian or Pacific Islander,214.0,635330,57.4
North Dakota,Lung and Bronchus,2015,Male,White,214.0,347178,55.6
Indiana,Lung and Bronchus,2007,Male,Black or African American,213.0,294392,119.7
New York,Lung and Bronchus,2011,Female,Asian or Pacific Islander,213.0,839631,29.5
South Dakota,Lung and Bronchus,2006,Female,White,213.0,347971,47.7
Utah,Lung and Bronchus,2008,Female,White,213.0,1242662,20.4
Indiana,Lung and Bronchus,2014,Male,Black or African American,212.0,327350,93.4
Missouri,Lung and Bronchus,2006,Female,Black or African American,212.0,370848,69.8
New York,Lung and Bronchus,2006,Male,Asian or Pacific Islander,212.0,680220,49.1
Utah,Lung and Bronchus,2003,Female,White,212.0,1110553,24.0
Indiana,Lung and Bronchus,2008,Male,Black or African American,211.0,300246,112.3
Mississippi,Lung and Bronchus,2004,Female,Black or African American,210.0,563173,46.2
North Dakota,Lung and Bronchus,2013,Female,White,210.0,320772,51.2
Tennessee,Lung and Bronchus,2003,Female,Black or African American,210.0,525884,50.4
Hawaii,Lung and Bronchus,2006,Female,Asian or Pacific Islander,209.0,487072,35.5
Arkansas,Lung and Bronchus,2014,Male,Black or African American,208.0,228356,117.9
North Dakota,Lung and Bronchus,2015,Female,White,208.0,330264,49.5
Indiana,Lung and Bronchus,2011,Male,Black or African American,207.0,314664,105.6
Indiana,Lung and Bronchus,2003,Male,Black or African American,206.0,271681,126.4
Indiana,Lung and Bronchus,2002,Male,Black or African American,204.0,266552,129.7
Indiana,Lung and Bronchus,2005,Male,Black or African American,204.0,282386,123.5
Mississippi,Lung and Bronchus,2003,Female,Black or African American,204.0,558598,46.0
South Dakota,Lung and Bronchus,2003,Female,White,204.0,342490,47.2
Indiana,Lung and Bronchus,2010,Male,Black or African American,203.0,310580,108.3
Tennessee,Lung and Bronchus,2002,Female,Black or African American,203.0,518526,50.9
Missouri,Lung and Bronchus,2007,Female,Black or African American,202.0,374301,64.4
Arkansas,Lung and Bronchus,2013,Male,Black or African American,201.0,227027,116.5
Tennessee,Lung and Bronchus,2000,Female,Black or African American,201.0,504726,51.8
Vermont,Lung and Bronchus,2004,Female,White,201.0,307054,55.6
Arkansas,Lung and Bronchus,2011,Male,Black or African American,199.0,224427,119.1
Indiana,Lung and Bronchus,2015,Female,Black or African American,199.0,353532,64.2
New York,Lung and Bronchus,2001,Male,Asian or Pacific Islander,199.0,599739,60.5
South Dakota,Lung and Bronchus,2002,Female,White,199.0,342204,45.7
Indiana,Lung and Bronchus,2012,Male,Black or African American,198.0,318376,100.1
Utah,Lung and Bronchus,1999,Female,White,198.0,1045601,24.4
Utah,Lung and Bronchus,2001,Female,White,198.0,1078528,23.3
South Carolina,Lung and Bronchus,2000,Female,Black or African American,197.0,640307,36.2
District of Columbia,Lung and Bronchus,1999,Male,Black or African American,195.0,160821,134.7
Missouri,Lung and Bronchus,2002,Female,Black or African American,195.0,353816,67.9
Indiana,Lung and Bronchus,2013,Female,Black or African American,194.0,346348,66.1
North Dakota,Lung and Bronchus,2012,Female,White,194.0,313752,46.2
New York,Lung and Bronchus,2007,Female,Asian or Pacific Islander,193.0,741640,32.6
Vermont,Lung and Bronchus,2003,Female,White,193.0,306562,53.7
Hawaii,Lung and Bronchus,2003,Female,Asian or Pacific Islander,191.0,465814,34.5
North Dakota,Lung and Bronchus,2011,Female,White,191.0,308515,46.5
South Carolina,Lung and Bronchus,2001,Female,Black or African American,191.0,645461,35.1
Utah,Lung and Bronchus,2004,Female,White,191.0,1128841,21.3
Arkansas,Lung and Bronchus,2015,Male,Black or African American,190.0,230171,105.6
Alabama,Lung and Bronchus,2000,Female,Black or African American,189.0,627439,34.8
Missouri,Lung and Bronchus,2000,Female,Black or African American,189.0,346126,68.6
Missouri,Lung and Bronchus,2005,Female,Black or African American,189.0,365929,63.3
New York,Lung and Bronchus,2008,Female,Asian or Pacific Islander,189.0,767174,30.9
North Dakota,Lung and Bronchus,2003,Female,White,189.0,296206,50.5
Indiana,Lung and Bronchus,2006,Male,Black or African American,188.0,288673,111.4
Alabama,Lung and Bronchus,2003,Female,Black or African American,186.0,636876,33.1
Arkansas,Lung and Bronchus,2012,Male,Black or African American,186.0,225508,113.5
North Dakota,Lung and Bronchus,2005,Female,White,186.0,297215,49.0
Indiana,Lung and Bronchus,1999,Male,Black or African American,185.0,251422,118.7
Indiana,Lung and Bronchus,2004,Male,Black or African American,185.0,276916,109.7
South Dakota,Lung and Bronchus,2004,Female,White,185.0,344416,42.2
New York,Lung and Bronchus,2010,Female,Asian or Pacific Islander,184.0,814915,27.6
Alabama,Lung and Bronchus,1999,Female,Black or African American,183.0,623475,34.1
Indiana,Lung and Bronchus,2011,Female,Black or African American,183.0,338853,66.0
Hawaii,Lung and Bronchus,2002,Female,Asian or Pacific Islander,182.0,460251,33.6
North Dakota,Lung and Bronchus,2009,Female,White,182.0,302055,45.6
Utah,Lung and Bronchus,2002,Female,White,182.0,1095591,20.9
District of Columbia,Lung and Bronchus,2001,Male,Black or African American,180.0,158551,122.7
South Carolina,Lung and Bronchus,1999,Female,Black or African American,180.0,634128,34.1
Arkansas,Lung and Bronchus,2005,Male,Black or African American,179.0,209922,134.5
Hawaii,Lung and Bronchus,1999,Female,Asian or Pacific Islander,179.0,447529,35.6
Tennessee,Lung and Bronchus,1999,Female,Black or African American,179.0,498124,47.1
Vermont,Lung and Bronchus,2001,Female,White,179.0,304919,51.5
Indiana,Lung and Bronchus,2001,Male,Black or African American,178.0,262126,111.4
Indiana,Lung and Bronchus,2013,Male,Black or African American,178.0,323198,84.7
North Dakota,Lung and Bronchus,2004,Female,White,178.0,297478,46.6
Vermont,Lung and Bronchus,1999,Female,White,178.0,302824,52.9
Arkansas,Lung and Bronchus,2008,Male,Black or African American,177.0,217674,118.5
Wyoming,Lung and Bronchus,2009,Male,White,177.0,271235,64.9
Arkansas,Lung and Bronchus,2007,Male,Black or African American,175.0,215316,123.8
South Dakota,Lung and Bronchus,2001,Female,White,175.0,342436,42.3
Indiana,Lung and Bronchus,2006,Female,Black or African American,174.0,311695,72.1
Indiana,Lung and Bronchus,2007,Female,Black or African American,174.0,317941,71.2
Indiana,Lung and Bronchus,2008,Female,Black or African American,174.0,323939,69.0
Indiana,Lung and Bronchus,2014,Female,Black or African American,174.0,350208,57.7
North Dakota,Lung and Bronchus,2010,Female,White,173.0,305055,43.0
Vermont,Lung and Bronchus,2002,Female,White,173.0,305744,49.0
Arkansas,Lung and Bronchus,2009,Male,Black or African American,171.0,219939,110.0
Missouri,Lung and Bronchus,1999,Female,Black or African American,171.0,341114,63.3
District of Columbia,Lung and Bronchus,2002,Male,Black or African American,170.0,157094,116.0
Hawaii,Lung and Bronchus,2001,Female,Asian or Pacific Islander,170.0,455775,31.9
Missouri,Lung and Bronchus,2001,Female,Black or African American,170.0,350141,61.0
Arkansas,Lung and Bronchus,2002,Male,Black or African American,169.0,204372,130.7
District of Columbia,Lung and Bronchus,2004,Male,Black or African American,169.0,152025,118.4
Indiana,Lung and Bronchus,2015,Male,Black or African American,168.0,330897,72.5
New York,Lung and Bronchus,2000,Male,Asian or Pacific Islander,168.0,580746,54.1
Arkansas,Lung and Bronchus,2010,Male,Black or African American,167.0,222630,106.9
Indiana,Lung and Bronchus,2009,Female,Black or African American,167.0,329602,64.4
New York,Lung and Bronchus,2009,Female,Asian or Pacific Islander,167.0,791820,25.4
Indiana,Lung and Bronchus,2000,Male,Black or African American,166.0,257085,107.8
Indiana,Lung and Bronchus,2010,Female,Black or African American,165.0,335146,61.7
Indiana,Lung and Bronchus,2012,Female,Black or African American,165.0,342215,58.5
Kentucky,Lung and Bronchus,2008,Male,Black or African American,164.0,173574,158.3
New York,Lung and Bronchus,2002,Male,Asian or Pacific Islander,164.0,618307,46.0
Tennessee,Lung and Bronchus,2001,Female,Black or African American,164.0,511432,42.1
Arkansas,Lung and Bronchus,2004,Male,Black or African American,162.0,207731,121.2
Indiana,Lung and Bronchus,2002,Female,Black or African American,162.0,288465,74.2
North Dakota,Lung and Bronchus,2006,Female,White,162.0,297547,42.7
Arkansas,Lung and Bronchus,2006,Male,Black or African American,160.0,213691,112.6
Kentucky,Lung and Bronchus,2010,Male,Black or African American,160.0,181673,141.4
Alaska,Lung and Bronchus,2009,Male,White,158.0,261942,83.4
Arkansas,Lung and Bronchus,2003,Male,Black or African American,158.0,205988,119.1
Hawaii,Lung and Bronchus,2000,Female,Asian or Pacific Islander,158.0,452761,30.6
Vermont,Lung and Bronchus,2000,Female,White,158.0,304398,46.2
Wyoming,Lung and Bronchus,2012,Female,White,158.0,266331,49.7
Alaska,Lung and Bronchus,2007,Male,White,157.0,257707,83.9
District of Columbia,Lung and Bronchus,2012,Male,Black or African American,157.0,147892,101.3
Kentucky,Lung and Bronchus,2012,Male,Black or African American,157.0,187405,119.1
North Dakota,Lung and Bronchus,2002,Female,White,157.0,296850,42.7
Wyoming,Lung and Bronchus,1999,Male,White,157.0,237714,77.7
Wyoming,Lung and Bronchus,2003,Male,White,157.0,242926,68.0
Wyoming,Lung and Bronchus,2008,Male,White,157.0,264369,60.3
Kentucky,Lung and Bronchus,2000,Male,Black or African American,156.0,150741,173.3
North Dakota,Lung and Bronchus,2008,Female,White,156.0,299614,39.5
Oklahoma,Lung and Bronchus,2014,Male,American Indian or Alaska Native,156.0,202488,120.0
Wyoming,Lung and Bronchus,2004,Male,White,156.0,245853,65.7
Oklahoma,Lung and Bronchus,2008,Male,American Indian or Alaska Native,155.0,183327,150.8
Oklahoma,Lung and Bronchus,2012,Female,American Indian or Alaska Native,155.0,201371,100.8
Wyoming,Lung and Bronchus,2010,Male,White,155.0,273181,55.5
Alaska,Lung and Bronchus,2006,Male,White,154.0,256051,83.1
District of Columbia,Lung and Bronchus,2003,Male,Black or African American,154.0,154702,106.0
Kentucky,Lung and Bronchus,2009,Male,Black or African American,154.0,178066,144.7
Texas,Lung and Bronchus,2014,Male,Asian or Pacific Islander,153.0,648818,37.8
Arkansas,Lung and Bronchus,2001,Male,Black or African American,152.0,202944,120.8
Kentucky,Lung and Bronchus,2005,Male,Black or African American,152.0,164667,154.9
Kentucky,Lung and Bronchus,2002,Male,Black or African American,151.0,155962,163.0
District of Columbia,Lung and Bronchus,2000,Male,Black or African American,150.0,160510,100.6
District of Columbia,Lung and Bronchus,2009,Male,Black or African American,150.0,144766,102.8
Indiana,Lung and Bronchus,2000,Female,Black or African American,150.0,278644,70.2
Kentucky,Lung and Bronchus,2014,Male,Black or African American,150.0,192527,113.5
Indiana,Lung and Bronchus,2005,Female,Black or African American,149.0,304557,62.7
North Dakota,Lung and Bronchus,2007,Female,White,149.0,298261,39.1
Oklahoma,Lung and Bronchus,2013,Male,American Indian or Alaska Native,149.0,200189,120.0
Texas,Lung and Bronchus,2015,Male,Asian or Pacific Islander,149.0,683663,33.1
Kentucky,Lung and Bronchus,2011,Male,Black or African American,148.0,184669,131.1
Indiana,Lung and Bronchus,2003,Female,Black or African American,147.0,293730,63.8
Wyoming,Lung and Bronchus,2014,Female,White,147.0,268844,44.0
Alaska,Lung and Bronchus,2014,Male,White,146.0,273790,60.6
Wyoming,Lung and Bronchus,2000,Male,White,146.0,238348,69.2
District of Columbia,Lung and Bronchus,2005,Male,Black or African American,145.0,149286,101.4
Oklahoma,Lung and Bronchus,2011,Male,American Indian or Alaska Native,145.0,195146,120.3
Utah,Lung and Bronchus,2000,Female,White,145.0,1061924,17.6
Wyoming,Lung and Bronchus,2011,Male,White,145.0,274227,52.4
District of Columbia,Lung and Bronchus,2008,Male,Black or African American,144.0,144700,101.0
District of Columbia,Lung and Bronchus,2011,Male,Black or African American,144.0,146528,96.3
Kentucky,Lung and Bronchus,2004,Male,Black or African American,144.0,161629,156.2
Kentucky,Lung and Bronchus,2006,Male,Black or African American,144.0,167240,145.0
New York,Lung and Bronchus,1999,Male,Asian or Pacific Islander,144.0,556675,49.0
North Dakota,Lung and Bronchus,2000,Female,White,144.0,300588,40.1
Oklahoma,Lung and Bronchus,2015,Female,American Indian or Alaska Native,144.0,208871,80.8
Oklahoma,Lung and Bronchus,2015,Male,American Indian or Alaska Native,144.0,204412,106.3
Wyoming,Lung and Bronchus,2005,Male,White,144.0,248262,58.9
Wyoming,Lung and Bronchus,2010,Female,White,144.0,262719,48.1
Wyoming,Lung and Bronchus,2012,Male,White,144.0,277185,49.3
Wyoming,Lung and Bronchus,2014,Male,White,144.0,279958,47.4
District of Columbia,Lung and Bronchus,2010,Male,Black or African American,143.0,144818,95.5
Indiana,Lung and Bronchus,2004,Female,Black or African American,143.0,298818,61.6
Kentucky,Lung and Bronchus,2013,Female,Black or African American,143.0,192377,85.1
Kentucky,Lung and Bronchus,2007,Male,Black or African American,142.0,171611,139.1
North Dakota,Lung and Bronchus,2001,Female,White,142.0,298173,38.8
Oklahoma,Lung and Bronchus,2007,Male,American Indian or Alaska Native,141.0,178744,145.6
Texas,Lung and Bronchus,2013,Male,Asian or Pacific Islander,141.0,616288,39.9
Wyoming,Lung and Bronchus,2002,Male,White,141.0,241023,64.0
Wyoming,Lung and Bronchus,2005,Female,White,141.0,242010,52.5
Indiana,Lung and Bronchus,2001,Female,Black or African American,140.0,283848,63.8
Oklahoma,Lung and Bronchus,2009,Male,American Indian or Alaska Native,140.0,188106,117.8
Alaska,Lung and Bronchus,2011,Male,White,139.0,270455,64.4
Hawaii,Lung and Bronchus,2010,Male,White,139.0,181853,64.9
New York,Lung and Bronchus,2006,Female,Asian or Pacific Islander,139.0,718558,25.4
Wyoming,Lung and Bronchus,2015,Female,White,139.0,270263,42.4
Alaska,Lung and Bronchus,2008,Male,White,138.0,260411,76.3
Alaska,Lung and Bronchus,2015,Male,White,137.0,273252,55.4
District of Columbia,Lung and Bronchus,2013,Female,Black or African American,137.0,179850,62.6
Florida,Lung and Bronchus,2014,Male,Other Races and Unknown combined,137.0,,
Hawaii,Lung and Bronchus,2013,Male,White,137.0,189887,56.8
Wyoming,Lung and Bronchus,2008,Female,White,137.0,254688,47.4
Alaska,Lung and Bronchus,2004,Male,White,136.0,250719,87.6
District of Columbia,Lung and Bronchus,2006,Male,Black or African American,136.0,147437,96.2
Hawaii,Lung and Bronchus,2007,Male,White,136.0,173797,70.9
Kentucky,Lung and Bronchus,2009,Female,Black or African American,136.0,181162,88.7
Alaska,Lung and Bronchus,2010,Male,White,135.0,268530,64.4
Florida,Lung and Bronchus,2015,Male,Other Races and Unknown combined,135.0,,
Oklahoma,Lung and Bronchus,2010,Male,American Indian or Alaska Native,135.0,192578,117.9
Alaska,Lung and Bronchus,2003,Male,White,134.0,246827,90.2
Alaska,Lung and Bronchus,2013,Male,White,134.0,274874,58.8
District of Columbia,Lung and Bronchus,2012,Female,Black or African American,134.0,177462,59.6
Kentucky,Lung and Bronchus,2003,Male,Black or African American,134.0,157518,139.9
New York,Lung and Bronchus,2004,Female,Asian or Pacific Islander,134.0,677665,27.1
Wisconsin,Lung and Bronchus,2015,Male,Black or African American,134.0,204476,112.6
Wyoming,Lung and Bronchus,2001,Male,White,134.0,238501,61.4
District of Columbia,Lung and Bronchus,2005,Female,Black or African American,133.0,180043,63.6
District of Columbia,Lung and Bronchus,2009,Female,Black or African American,133.0,173212,62.5
Hawaii,Lung and Bronchus,2005,Male,White,133.0,170271,73.8
Oklahoma,Lung and Bronchus,2013,Female,American Indian or Alaska Native,133.0,204122,85.4
Texas,Lung and Bronchus,2011,Male,Asian or Pacific Islander,133.0,560717,42.1
Wyoming,Lung and Bronchus,2007,Female,White,133.0,249921,47.5
Wyoming,Lung and Bronchus,2011,Female,White,133.0,263829,44.3
Wyoming,Lung and Bronchus,2013,Male,White,133.0,279024,45.0
District of Columbia,Lung and Bronchus,2007,Male,Black or African American,132.0,145989,93.5
Oklahoma,Lung and Bronchus,2006,Male,American Indian or Alaska Native,132.0,174502,134.2
Wyoming,Lung and Bronchus,2006,Male,White,132.0,252490,55.6
Wyoming,Lung and Bronchus,2007,Male,White,132.0,258836,51.3
Hawaii,Lung and Bronchus,2008,Male,White,131.0,176539,65.4
Kentucky,Lung and Bronchus,2008,Female,Black or African American,131.0,178462,89.3
Kentucky,Lung and Bronchus,2010,Female,Black or African American,131.0,184650,82.5
Kentucky,Lung and Bronchus,2015,Female,Black or African American,131.0,195752,76.6
New York,Lung and Bronchus,2005,Female,Asian or Pacific Islander,131.0,697797,25.2
Oklahoma,Lung and Bronchus,2009,Female,American Indian or Alaska Native,131.0,191960,96.1
North Dakota,Lung and Bronchus,1999,Female,White,130.0,302966,36.0
Oklahoma,Lung and Bronchus,2004,Male,American Indian or Alaska Native,130.0,166353,140.4
Oklahoma,Lung and Bronchus,2008,Female,American Indian or Alaska Native,130.0,187297,96.3
Oklahoma,Lung and Bronchus,2010,Female,American Indian or Alaska Native,130.0,196386,87.8
Texas,Lung and Bronchus,2012,Male,Asian or Pacific Islander,130.0,587967,38.3
Wyoming,Lung and Bronchus,2003,Female,White,130.0,238034,50.2
Wyoming,Lung and Bronchus,2015,Male,White,130.0,281674,40.9
Alaska,Lung and Bronchus,2012,Female,White,129.0,244805,58.3
Arkansas,Lung and Bronchus,2015,Female,Black or African American,129.0,251645,54.3
Hawaii,Lung and Bronchus,2004,Male,White,129.0,166718,74.9
Wisconsin,Lung and Bronchus,2012,Male,Black or African American,129.0,198803,123.9
Wyoming,Lung and Bronchus,2006,Female,White,129.0,245220,46.5
Alaska,Lung and Bronchus,2002,Male,White,128.0,245728,93.3
District of Columbia,Lung and Bronchus,1999,Female,Black or African American,128.0,193200,57.4
Hawaii,Lung and Bronchus,2015,Male,White,128.0,194055,48.7
Oklahoma,Lung and Bronchus,2011,Female,American Indian or Alaska Native,128.0,199185,88.2
Alaska,Lung and Bronchus,2008,Female,White,127.0,233554,68.0
District of Columbia,Lung and Bronchus,2001,Female,Black or African American,127.0,190985,55.9
Hawaii,Lung and Bronchus,2014,Male,White,127.0,192153,49.0
Kentucky,Lung and Bronchus,2013,Male,Black or African American,127.0,190512,97.4
Oklahoma,Lung and Bronchus,2014,Female,American Indian or Alaska Native,127.0,206703,78.2
Wisconsin,Lung and Bronchus,2011,Male,Black or African American,127.0,196920,132.0
District of Columbia,Lung and Bronchus,2011,Female,Black or African American,126.0,175427,58.3
District of Columbia,Lung and Bronchus,2013,Male,Black or African American,126.0,149878,81.8
District of Columbia,Lung and Bronchus,2015,Female,Black or African American,126.0,182232,53.9
Kentucky,Lung and Bronchus,2004,Female,Black or African American,126.0,166917,92.7
Kentucky,Lung and Bronchus,2012,Female,Black or African American,126.0,189685,78.9
Kentucky,Lung and Bronchus,2015,Male,Black or African American,126.0,194850,91.0
Texas,Lung and Bronchus,2013,Female,Asian or Pacific Islander,126.0,646393,26.5
Texas,Lung and Bronchus,2014,Female,Asian or Pacific Islander,126.0,680636,24.3
Wisconsin,Lung and Bronchus,2014,Male,Black or African American,126.0,202907,115.1
Alaska,Lung and Bronchus,2005,Male,White,125.0,253360,72.0
Arkansas,Lung and Bronchus,2012,Female,Black or African American,125.0,247667,57.1
Hawaii,Lung and Bronchus,2003,Male,White,125.0,164048,75.8
Indiana,Lung and Bronchus,1999,Female,Black or African American,125.0,273749,58.9
Massachusetts,Lung and Bronchus,2014,Female,Black or African American,125.0,312214,48.4
Oklahoma,Lung and Bronchus,2005,Male,American Indian or Alaska Native,125.0,169940,122.9
Alaska,Lung and Bronchus,2012,Male,White,124.0,272845,54.2
Hawaii,Lung and Bronchus,2000,Male,White,124.0,158453,81.3
Kentucky,Lung and Bronchus,2011,Female,Black or African American,124.0,187493,77.9
Wyoming,Lung and Bronchus,2009,Female,White,124.0,260207,41.7
